Names,MCSN55Int,MCSN55Intval,MCSN6Int,MCSN6Intval,MCSN65Int,MCSN65Intval,MCSN7Int,MCSN7Intval,MCSN75Int,MCSN75Intval,MCSN55Mass,MCSN55Massval,MCSN6Mass,MCSN6Massval,MCSN65Mass,MCSN65Massval,MCSN7Mass,MCSN7Massval,MCSN75Mass,MCSN75Massval,MCSN_SNR_7,MCSN_SNR_7_val,MCSN_SNR_9,MCSN_SNR_9_val
circinus_SN1996cr_,32.20571074533962,170.42623901367188,32.20571074533962,170.42623901367188,32.20571074533962,170.42623901367188,32.20571074533962,170.42623901367188,32.2670317391334,201.25888061523438,32.20571074533962,170.42623901367188,32.20571074533962,21802756.354290895,32.20571074533962,21802756.354290895,32.20571074533962,21802756.354290895,470.4417934320387,39057194.333950214,32.20571074533962,81.27533721923828,32.20571074533962,81.27533721923828
ngc0253_SN1940E_,30.57009156537961,219.3036651611328,30.57009156537961,219.3036651611328,30.57009156537961,219.3036651611328,30.57009156537961,219.3036651611328,30.57009156537961,219.3036651611328,30.57009156537961,219.3036651611328,30.57009156537961,25051121.539413508,30.57009156537961,25051121.539413508,30.57009156537961,25051121.539413508,172.50886307740876,32268517.804338302,30.57009156537961,149.6125030517578,30.57009156537961,149.6125030517578
ngc0300_SN2019qyl_,319.1694138992419,1.927222728729248,nan,nan,nan,nan,nan,nan,nan,nan,291.6161338593793,1.927222728729248,nan,nan,nan,nan,nan,nan,nan,nan,189.58728376213375,7.055360317230225,260.921294458901,9.124639511108398
ngc0628_SN2019krl_,754.8017888319929,1.9403250217437744,1077.66215004106,5.914911270141602,1384.614046048056,18.693458557128906,nan,nan,nan,nan,754.8017888319929,1.9403250217437744,1096.4684335013435,1018331.5638491693,1403.889831817095,3187967.818395557,nan,nan,nan,nan,875.2742506894677,7.001357078552246,1068.2654177048637,9.2630033493042
ngc0628_SN2013ej_,97.87335683310963,2.7534096240997314,1041.8493291343557,5.918017864227295,1905.584387738541,18.792024612426758,nan,nan,nan,nan,97.87335683310963,2.7534096240997314,1039.571024101005,1001615.4525589489,1914.4065819586717,3210149.281739499,nan,nan,nan,nan,763.7638635834201,7.065454959869385,804.1722443636075,9.06252670288086
ngc1068_SN2018ivc_,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ngc1087_SN1995V_,13.646047502189571,12.753849029541016,13.646047502189571,12.753849029541016,640.3166744441254,18.676807403564453,1876.5354349603913,62.60198211669922,nan,nan,13.646047502189571,12.753849029541016,13.646047502189571,2155723.6181955445,662.2966195489099,3255604.026622281,1907.8347672791663,10467899.071846304,nan,nan,13.646047502189571,14.062186241149902,13.646047502189571,14.062186241149902
ngc1097_SN1999eu_,556.5599733157865,1.9549763202667236,6423.255336323128,6.406509876251221,6549.959769745981,19.56014060974121,10225.792689872727,59.72481918334961,12849.433533168558,185.25680541992188,279.6432954572124,1.9549763202667236,1073.398364114337,1075777.3188488148,6549.959769745981,3428938.91921302,12018.899771001968,10305676.272910638,12938.86196778994,32904835.093581248,776.371259902654,7.038405418395996,6423.255336323128,10.662693977355957
ngc1097_SN1992bd_,13.211165591673028,260.3741149902344,13.211165591673028,260.3741149902344,13.211165591673028,260.3741149902344,13.211165591673028,260.3741149902344,13.211165591673028,260.3741149902344,13.211165591673028,260.3741149902344,13.211165591673028,27923714.478954595,13.211165591673028,27923714.478954595,13.211165591673028,27923714.478954595,39.223452462985804,37201568.491263494,13.211165591673028,174.52407836914062,13.211165591673028,174.52407836914062
ngc1365_SN2001du_,175.4533798560515,3.7032885551452637,233.55209470338443,6.387206077575684,2334.0682325626767,19.77392578125,9237.790110254038,58.544925689697266,10707.38736438143,187.46434020996094,175.4533798560515,3.7032885551452637,238.6291417530067,1029217.8005704081,2918.1289777549637,3357616.217658653,9503.72625527,10256191.546492707,11068.533892980993,32130307.797157433,294.03187267312666,7.4712629318237305,355.8178764151104,9.53818130493164
